TweetsCleaned,Category,Support
see fly said canada ambassador un voted friend ally israel favour terrorist hamas shameful wonder one respect canada canadianpm justintrudeau defundtheun hamasisisis istandwithisrael,Neutral,1
honest would store food water enough people arriving every day remember hamas fighter depending ask,Positive,1
neither hamas see,Neutral,1
war make tough strategic decision hamas need finished,Negative,1
feckless gop esp housegop putin xi hamas ayatollah dirty work reminds lot lindbergh america first hitler tojo wwii republican new german american bund goptraitorstoamerica,Neutral,1
hilarious arab leftist ally rewriting history hamas started every single violent conflict israel palestinian israel two million israel really suck ethnic cleansing,Negative,1
sad fighting military kill others respect though civilian death caused hamas civilian death caused idf hamas idf choose join terror group consequence,Negative,1
civilian say seawater threat fresh water supply people support hamas worry,Neutral,1
destroy anything hamas affiliated population still support violence agains israel damage maybe control line border egypt check everything come gaza tell arab world send aid money help wont,Negative,1
want humanitarian ceasefire un unable get aid gaza even though israel inspected ready go hamas stealing huge portion even though un assured israel would safeguard,Positive,1
childrens victim hamas genocide,Neutral,1
substantial video evidence hamas stealing aid get,Neutral,1
chemical incendiary weapon make toxic gas leading asphyxiation loss consciousness rapid death dispersed hamas operation center base post hamas terrorist found instruction chemical weapon use,Negative,1
sad day world terrorism win vote remember palestinian support hamas un opened door terrorist attack antisemitism beginning end western democracy congratulate iran russia china wait bit,Negative,1
mass surrender militant throughout gaza strip senior leadership kicked qatar hamas terror regime crumbling,Negative,1
ceasefire without hostage release continue dreaming israel every right defend victory israel shame terrorist supporter maybe send daughter hamas,Negative,1
israeli see hamas imo justifiably existential threat drive gaza tel aviv le minute tried stop half way dealing existential threat truly existential threat,Negative,1
yes hamas coward gave even worse spent two month hiding hospital surrendered,Negative,1
hamas terrorist israel killed palestinian injured talking land grab good actor israel,Negative,1
take action call un immediately unequivocally denounce hamas atrocity woman,Neutral,1
without lie hamas dy actually scratch without lie hamas dy,Neutral,1
ceasefire includes demand hamas release hostage ceasefire unilateral,Neutral,1
israel united state showed sharpest public disagreement yet conduct future war hamas two ally became increasingly isolated global call cease fire,Negative,1
nazi apologia holocaust trivialization service satiating anti palestinian genocidal mania core part zionist ideology totally normalized israeli society saying unison hamas worse nazi bari wei said,Negative,1
little girl hamas kidnapped killed neighbor,Negative,1
one object failure claudine gay harvard organization student endorsing hamas charter annihilating jew israel one making moral judgment,Negative,1
disturbing account brutality forgotten un agency un woman primary target criticism activist calling remaining silent hamas sex crime choosing instead focus plight woman gaza,Negative,1
likely explains harvard transformed hamas university hedge fund corporation,Neutral,1
moral failure morally bankrupt prime minister supporting resolution call hamas turn hostage instagram,Negative,1
breaking hamas official statement strongly condemn president biden dissemination zionist false claim accusing palestinian resistance fighter sexual violence rape battle al aqsa flood october consider incident new ethical downfall president biden promoted fabrication made israeli occupation leader rather adhered neutrality impartiality refrained echoing baseless accusation zionist propaganda justify atrocious killing child woman civilian gaza confirm lie used israeli occupation leader cover genocidal war every palestinian gaza ethnic cleansing war perpetrated criminal nazi occupation army palestinian people supported high tech american weapon fake claim occupation aim mislead international public opinion seen resistance humanity towards captive held gaza call international medium agency outlet adhere accuracy expose fake accusation israeli occupation propaganda defame resistance justify killing innocent civilian gaza israeli lie like beheading child using al shifa hospital command center resistance proved baseless fact biden administration shamelessly disregarded,Negative,0
much tax payer fester funneled hamas muslim base past year alone mil seems legit fester,Neutral,1
year hamas start another war going take tweet shove as year year able run hide others shown ignorant cretin,Negative,1
hamas palestine palestine hamas like america maga amd maga respresentative sane american,Neutral,1
reporting overthrowing hamas,Neutral,1
interested giving hamas leader call cell phone number u,Positive,1
fake news trump expression siding trump also go rent green prince son hamas leader found loved part israel,Neutral,1
hamas leader leave qatar unknown destination report,Neutral,1
must really hate hamas,Negative,1
tell hamas surrender,Neutral,1
russia buy weapon iran hamas make move without iran trump gave israeli intel putin connected,Neutral,1
part joint letter hamas end war today share value decent person value place administration territory let alone representing people bombing stop hamas go war,Negative,1
probably hamas animal wanted shut atrocity hostage wonder red cross red crescent murdered,Negative,1
